"Folder","File","RelativePath","SizeKB","Width","Height","MegaPixels","Ratio","Orientation","Hash","LastWrite"
"hero","iglesia3.jpg","public\images\hero\iglesia3.jpg","265.5","960","1280","1.23","0.75","portrait","F2A338AB578CCD3FDE30343499E3DB9E97FC7CFF43B77B4AAF6A3663083A1F6E","21/3/2026 14:23:54"
"Templo","WhatsApp Image 2026-03-21 at 2.32.37 PM (1).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.37 PM (1).jpeg","1131.9","2160","3840","8.29","0.562","portrait","FD780FACF5AD7E50C3AACA816C374C1DAF3D39E3D8CFCA23B935F86122980B17","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.37 PM.jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.37 PM.jpeg","1206.2","2160","3840","8.29","0.562","portrait","6E896F3C6142158B629B9423957B5A5AFA1B1BBE4A4FF2DE21C6F93E9DDC7FEA","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.38 PM (1).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.38 PM (1).jpeg","730.6","2160","3840","8.29","0.562","portrait","DA3FE6C2737D755ED74D4F338B27F5C609A1EBEE373CE70A33CFC8FE1570EA82","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.38 PM (2).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.38 PM (2).jpeg","1029.8","2160","3840","8.29","0.562","portrait","68DCF124FD7104E004022B52E975078E2206AEA6786A64B1B9617F36A75FCE5A","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.38 PM.jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.38 PM.jpeg","1404.9","2160","3840","8.29","0.562","portrait","A4C5A1155453E08472663D90980713576ABB37791E2456619C2E7FC004914074","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.39 PM (1).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.39 PM (1).jpeg","2177.2","3024","4032","12.19","0.75","portrait","DB070807398D0F613469AF34E228E3B554A3C74F9E782FCE11BCF986736412CB","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.39 PM (2).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.39 PM (2).jpeg","1159.8","3840","2160","8.29","1.778","landscape","A3F6446A91C87776F469A1A660FB2D67A813F6883F7ED62D5D7823A6EDE56C5A","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.39 PM (3).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.39 PM (3).jpeg","1094.4","3840","2160","8.29","1.778","landscape","9489CEAB2406E8BAB50447B419EFBF62A3F3FE7C46B651752F49565CACC6A82B","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.39 PM (4).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.39 PM (4).jpeg","1191.6","3840","2160","8.29","1.778","landscape","C53660136BA23802384ACD9B56BE95BD8AE80675F71C7F35E787D41CFAAF8A91","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.39 PM.jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.39 PM.jpeg","2455.8","3024","4032","12.19","0.75","portrait","135969E53F3E22ED81616DE1545F4C7B443C90461EEBB3A790E3BCD5FAC71B18","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (1).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (1).jpeg","1649.7","3024","4032","12.19","0.75","portrait","E69EC4D97A50C92B1C00D48551897E15C0FF89E20923BA0CA01DBB44C0FFDFE0","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (2).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (2).jpeg","836.8","3840","2160","8.29","1.778","landscape","736B81B3D8CE85624994883A81D59FC0752D990A13B3E1A5039A99963ADB3069","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (3).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (3).jpeg","1356.6","2160","3840","8.29","0.562","portrait","9EE99400E14886EE1BD4CDAC5A13333FC8D18175FCA2DB8ADA9CE3E0A9342AF1","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (4).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (4).jpeg","1940.8","3024","4032","12.19","0.75","portrait","3C0C0983EAC17D361BD4D38C78321D43667D79E39A0D81917EA86D033F0F4D84","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (5).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (5).jpeg","1040","2160","3840","8.29","0.562","portrait","3443EAC2A093955C4F23F6CA9FD1ED4B90762BCA77E0B895DC68840ADF87D8B3","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM (6).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM (6).jpeg","971.5","3840","2160","8.29","1.778","landscape","3F254D2739EFDE23D7C97F112344A4D2E9A2F6B92112787D3B015084F1D49C89","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.40 PM.jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.40 PM.jpeg","1460.3","3024","4032","12.19","0.75","portrait","DFF7E6C07F629F2977697DB0F3BFCA02164D8A6517C24FD6D860CEC57947C57B","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.41 PM (1).jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.41 PM (1).jpeg","1220.8","3840","2160","8.29","1.778","landscape","4BBFE8F8CD713FCB7E47CBB7B716F9340E05C02CA9575B4F4EFB52F8F23DCAD3","21/3/2026 14:34:18"
"Templo","WhatsApp Image 2026-03-21 at 2.32.41 PM.jpeg","public\images\Templo\WhatsApp Image 2026-03-21 at 2.32.41 PM.jpeg","1215.5","2160","3840","8.29","0.562","portrait","6C455E54533C664A6815D2E42D71494C35E87A5FC5C74826F47C182B1DC1287C","21/3/2026 14:34:18"
